year,state,month,number,date
2009,Santa Catarina,April,759,1/1/2009
2010,Santa Catarina,April,511,1/1/2010
2011,Santa Catarina,April,175,1/1/2011
2012,Santa Catarina,April,398,1/1/2012
2013,Santa Catarina,April,236,1/1/2013
2014,Santa Catarina,April,459,1/1/2014
2015,Santa Catarina,April,379,1/1/2015
2016,Santa Catarina,April,765,1/1/2016
2017,Santa Catarina,April,713,1/1/2017
1998,Santa Catarina,April,6,1/1/1998
1999,Santa Catarina,April,101,1/1/1999
2000,Santa Catarina,April,36,1/1/2000
2001,Santa Catarina,April,18,1/1/2001
2002,Santa Catarina,April,416,1/1/2002
2003,Santa Catarina,April,1.339,1/1/2003
2004,Santa Catarina,April,755,1/1/2004
2005,Santa Catarina,April,116,1/1/2005
2006,Santa Catarina,April,530,1/1/2006
2007,Santa Catarina,April,617,1/1/2007
2008,Santa Catarina,April,233,1/1/2008
2009,Santa Catarina,April,47,1/1/2009
2010,Santa Catarina,April,198,1/1/2010
2011,Santa Catarina,April,450,1/1/2011
2012,Santa Catarina,April,188,1/1/2012
2013,Santa Catarina,April,303,1/1/2013
2014,Santa Catarina,April,208,1/1/2014
2015,Santa Catarina,April,156,1/1/2015
2016,Santa Catarina,April,644,1/1/2016
2017,Santa Catarina,April,626,1/1/2017
1998,Santa Catarina,April,4,1/1/1998
1999,Santa Catarina,April,16,1/1/1999
2000,Santa Catarina,April,55,1/1/2000
2001,Santa Catarina,April,26,1/1/2001
2002,Santa Catarina,April,42,1/1/2002
2003,Santa Catarina,April,669,1/1/2003
2004,Santa Catarina,April,704,1/1/2004
2005,Santa Catarina,April,197,1/1/2005
2006,Santa Catarina,April,269,1/1/2006
2007,Santa Catarina,April,35,1/1/2007
2008,Santa Catarina,April,56,1/1/2008
2009,Santa Catarina,April,252,1/1/2009
2010,Santa Catarina,April,76,1/1/2010
2011,Santa Catarina,April,102,1/1/2011
2012,Santa Catarina,April,34,1/1/2012
2013,Santa Catarina,April,107,1/1/2013
2014,Santa Catarina,April,122,1/1/2014
2015,Santa Catarina,April,21,1/1/2015
2016,Santa Catarina,April,56,1/1/2016
2017,Santa Catarina,April,51,1/1/2017
1998,Santa Catarina,April,21,1/1/1998
1999,Santa Catarina,April,84,1/1/1999
2000,Santa Catarina,April,19,1/1/2000
2001,Santa Catarina,April,66,1/1/2001
2002,Santa Catarina,April,348,1/1/2002
2003,Santa Catarina,April,347,1/1/2003
2004,Santa Catarina,April,279,1/1/2004
2005,Santa Catarina,April,384,1/1/2005
2006,Santa Catarina,April,45,1/1/2006
2007,Santa Catarina,April,26,1/1/2007
2008,Santa Catarina,April,16,1/1/2008
2009,Santa Catarina,April,61,1/1/2009
2010,Santa Catarina,April,88,1/1/2010
2011,Santa Catarina,April,79,1/1/2011
2012,Santa Catarina,April,72,1/1/2012
2013,Santa Catarina,April,84,1/1/2013
2014,Santa Catarina,April,43,1/1/2014
2015,Santa Catarina,April,9,1/1/2015
2016,Santa Catarina,April,156,1/1/2016
2017,Santa Catarina,April,152,1/1/2017
1998,Santa Catarina,April,26,1/1/1998
1999,Santa Catarina,April,89,1/1/1999
2000,Santa Catarina,April,29,1/1/2000
2001,Santa Catarina,April,45,1/1/2001
2002,Santa Catarina,April,76,1/1/2002
2003,Santa Catarina,April,129,1/1/2003
2004,Santa Catarina,April,68,1/1/2004
2005,Santa Catarina,April,17,1/1/2005
2006,Santa Catarina,April,7,1/1/2006
2007,Santa Catarina,April,17,1/1/2007
2008,Santa Catarina,April,29,1/1/2008
2009,Santa Catarina,April,20,1/1/2009
2010,Santa Catarina,April,23,1/1/2010
2011,Santa Catarina,April,24,1/1/2011
2012,Santa Catarina,April,32,1/1/2012
2013,Santa Catarina,April,74,1/1/2013
2014,Santa Catarina,April,45,1/1/2014
2015,Santa Catarina,April,19,1/1/2015
2016,Santa Catarina,April,20,1/1/2016
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,7,1/1/1999
2000,Sao Paulo,April,36,1/1/2000
2001,Sao Paulo,April,26,1/1/2001
2002,Sao Paulo,April,19,1/1/2002
2003,Sao Paulo,April,59,1/1/2003
2004,Sao Paulo,April,37,1/1/2004
2005,Sao Paulo,April,26,1/1/2005
2006,Sao Paulo,April,76,1/1/2006
2007,Sao Paulo,April,14,1/1/2007
2008,Sao Paulo,April,34,1/1/2008
2009,Sao Paulo,April,12,1/1/2009
2010,Sao Paulo,April,45,1/1/2010
2011,Sao Paulo,April,75,1/1/2011
2012,Sao Paulo,April,38,1/1/2012
2013,Sao Paulo,April,36,1/1/2013
2014,Sao Paulo,April,99,1/1/2014
2015,Sao Paulo,April,120,1/1/2015
2016,Sao Paulo,April,85,1/1/2016
2017,Sao Paulo,April,28,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,47,1/1/1999
2000,Sao Paulo,April,25,1/1/2000
2001,Sao Paulo,April,25,1/1/2001
2002,Sao Paulo,April,19,1/1/2002
2003,Sao Paulo,April,137,1/1/2003
2004,Sao Paulo,April,41,1/1/2004
2005,Sao Paulo,April,78,1/1/2005
2006,Sao Paulo,April,59,1/1/2006
2007,Sao Paulo,April,96,1/1/2007
2008,Sao Paulo,April,30,1/1/2008
2009,Sao Paulo,April,65,1/1/2009
2010,Sao Paulo,April,152,1/1/2010
2011,Sao Paulo,April,73,1/1/2011
2012,Sao Paulo,April,81,1/1/2012
2013,Sao Paulo,April,100,1/1/2013
2014,Sao Paulo,April,112,1/1/2014
2015,Sao Paulo,April,69,1/1/2015
2016,Sao Paulo,April,188,1/1/2016
2017,Sao Paulo,April,107,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,78,1/1/1999
2000,Sao Paulo,April,26,1/1/2000
2001,Sao Paulo,April,35,1/1/2001
2002,Sao Paulo,April,111,1/1/2002
2003,Sao Paulo,April,86,1/1/2003
2004,Sao Paulo,April,73,1/1/2004
2005,Sao Paulo,April,73,1/1/2005
2006,Sao Paulo,April,106,1/1/2006
2007,Sao Paulo,April,152,1/1/2007
2008,Sao Paulo,April,72,1/1/2008
2009,Sao Paulo,April,55,1/1/2009
2010,Sao Paulo,April,111,1/1/2010
2011,Sao Paulo,April,45,1/1/2011
2012,Sao Paulo,April,99,1/1/2012
2013,Sao Paulo,April,57,1/1/2013
2014,Sao Paulo,April,75,1/1/2014
2015,Sao Paulo,April,68,1/1/2015
2016,Sao Paulo,April,82,1/1/2016
2017,Sao Paulo,April,103,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,291,1/1/1999
2000,Sao Paulo,April,102,1/1/2000
2001,Sao Paulo,April,61,1/1/2001
2002,Sao Paulo,April,178,1/1/2002
2003,Sao Paulo,April,106,1/1/2003
2004,Sao Paulo,April,36,1/1/2004
2005,Sao Paulo,April,62,1/1/2005
2006,Sao Paulo,April,63,1/1/2006
2007,Sao Paulo,April,44,1/1/2007
2008,Sao Paulo,April,84,1/1/2008
2009,Sao Paulo,April,67,1/1/2009
2010,Sao Paulo,April,91,1/1/2010
2011,Sao Paulo,April,52,1/1/2011
2012,Sao Paulo,April,82,1/1/2012
2013,Sao Paulo,April,103,1/1/2013
2014,Sao Paulo,April,103,1/1/2014
2015,Sao Paulo,April,76,1/1/2015
2016,Sao Paulo,April,307,1/1/2016
2017,Sao Paulo,April,41,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,500,1/1/1999
2000,Sao Paulo,April,300,1/1/2000
2001,Sao Paulo,April,211,1/1/2001
2002,Sao Paulo,April,319,1/1/2002
2003,Sao Paulo,April,69,1/1/2003
2004,Sao Paulo,April,60,1/1/2004
2005,Sao Paulo,April,212,1/1/2005
2006,Sao Paulo,April,88,1/1/2006
2007,Sao Paulo,April,69,1/1/2007
2008,Sao Paulo,April,40,1/1/2008
2009,Sao Paulo,April,142,1/1/2009
2010,Sao Paulo,April,150,1/1/2010
2011,Sao Paulo,April,136,1/1/2011
2012,Sao Paulo,April,82,1/1/2012
2013,Sao Paulo,April,118,1/1/2013
2014,Sao Paulo,April,181,1/1/2014
2015,Sao Paulo,April,65,1/1/2015
2016,Sao Paulo,April,139,1/1/2016
2017,Sao Paulo,April,43,1/1/2017
1998,Sao Paulo,April,451,1/1/1998
1999,Sao Paulo,April,522,1/1/1999
2000,Sao Paulo,April,606,1/1/2000
2001,Sao Paulo,April,346,1/1/2001
2002,Sao Paulo,April,562,1/1/2002
2003,Sao Paulo,April,132,1/1/2003
2004,Sao Paulo,April,231,1/1/2004
2005,Sao Paulo,April,236,1/1/2005
2006,Sao Paulo,April,97,1/1/2006
2007,Sao Paulo,April,91,1/1/2007
2008,Sao Paulo,April,25,1/1/2008
2009,Sao Paulo,April,125,1/1/2009
2010,Sao Paulo,April,143,1/1/2010
2011,Sao Paulo,April,210,1/1/2011
2012,Sao Paulo,April,30,1/1/2012
2013,Sao Paulo,April,47,1/1/2013
2014,Sao Paulo,April,331,1/1/2014
2015,Sao Paulo,April,147,1/1/2015
2016,Sao Paulo,April,197,1/1/2016
2017,Sao Paulo,April,217,1/1/2017
1998,Sao Paulo,April,596,1/1/1998
1999,Sao Paulo,April,684,1/1/1999
2000,Sao Paulo,April,770,1/1/2000
2001,Sao Paulo,April,538,1/1/2001
2002,Sao Paulo,April,448,1/1/2002
2003,Sao Paulo,April,171,1/1/2003
2004,Sao Paulo,April,342,1/1/2004
2005,Sao Paulo,April,284,1/1/2005
2006,Sao Paulo,April,245,1/1/2006
2007,Sao Paulo,April,94,1/1/2007
2008,Sao Paulo,April,126,1/1/2008
2009,Sao Paulo,April,110,1/1/2009
2010,Sao Paulo,April,600,1/1/2010
2011,Sao Paulo,April,479,1/1/2011
2012,Sao Paulo,April,179,1/1/2012
2013,Sao Paulo,April,181,1/1/2013
2014,Sao Paulo,April,476,1/1/2014
2015,Sao Paulo,April,149,1/1/2015
2016,Sao Paulo,April,687,1/1/2016
2017,Sao Paulo,April,802,1/1/2017
1998,Sao Paulo,April,581,1/1/1998
1999,Sao Paulo,April,1.211,1/1/1999
2000,Sao Paulo,April,915,1/1/2000
2001,Sao Paulo,April,595,1/1/2001
2002,Sao Paulo,April,719,1/1/2002
2003,Sao Paulo,April,934,1/1/2003
2004,Sao Paulo,April,794,1/1/2004
2005,Sao Paulo,April,522,1/1/2005
2006,Sao Paulo,April,572,1/1/2006
2007,Sao Paulo,April,470,1/1/2007
2008,Sao Paulo,April,153,1/1/2008
2009,Sao Paulo,April,289,1/1/2009
2010,Sao Paulo,April,1.809,1/1/2010
2011,Sao Paulo,April,1.067,1/1/2011
2012,Sao Paulo,April,435,1/1/2012
2013,Sao Paulo,April,497,1/1/2013
2014,Sao Paulo,April,1.458,1/1/2014
2015,Sao Paulo,April,643,1/1/2015
2016,Sao Paulo,April,797,1/1/2016
2017,Sao Paulo,April,981,1/1/2017
1998,Sao Paulo,April,525,1/1/1998
1999,Sao Paulo,April,911,1/1/1999
2000,Sao Paulo,April,582,1/1/2000
2001,Sao Paulo,April,425,1/1/2001
2002,Sao Paulo,April,302,1/1/2002
2003,Sao Paulo,April,977,1/1/2003
2004,Sao Paulo,April,809,1/1/2004
2005,Sao Paulo,April,231,1/1/2005
2006,Sao Paulo,April,694,1/1/2006
2007,Sao Paulo,April,495,1/1/2007
2008,Sao Paulo,April,486,1/1/2008
2009,Sao Paulo,April,116,1/1/2009
2010,Sao Paulo,April,1.677,1/1/2010
2011,Sao Paulo,April,1.108,1/1/2011
2012,Sao Paulo,April,813,1/1/2012
2013,Sao Paulo,April,560,1/1/2013
2014,Sao Paulo,April,882,1/1/2014
2015,Sao Paulo,April,368,1/1/2015
2016,Sao Paulo,April,490,1/1/2016
2017,Sao Paulo,April,2.868,1/1/2017
1998,Sao Paulo,April,434,1/1/1998
1999,Sao Paulo,April,763,1/1/1999
2000,Sao Paulo,April,647,1/1/2000
2001,Sao Paulo,April,444,1/1/2001
2002,Sao Paulo,April,733,1/1/2002
2003,Sao Paulo,April,422,1/1/2003
2004,Sao Paulo,April,195,1/1/2004
2005,Sao Paulo,April,221,1/1/2005
2006,Sao Paulo,April,153,1/1/2006
2007,Sao Paulo,April,281,1/1/2007
2008,Sao Paulo,April,87,1/1/2008
2009,Sao Paulo,April,64,1/1/2009
2010,Sao Paulo,April,260,1/1/2010
2011,Sao Paulo,April,188,1/1/2011
2012,Sao Paulo,April,206,1/1/2012
2013,Sao Paulo,April,127,1/1/2013
2014,Sao Paulo,April,887,1/1/2014
2015,Sao Paulo,April,213,1/1/2015
2016,Sao Paulo,April,177,1/1/2016
2017,Sao Paulo,April,179,1/1/2017
1998,Sao Paulo,April,488,1/1/1998
1999,Sao Paulo,April,398,1/1/1999
2000,Sao Paulo,April,96,1/1/2000
2001,Sao Paulo,April,168,1/1/2001
2002,Sao Paulo,April,72,1/1/2002
2003,Sao Paulo,April,155,1/1/2003
2004,Sao Paulo,April,144,1/1/2004
2005,Sao Paulo,April,163,1/1/2005
2006,Sao Paulo,April,43,1/1/2006
2007,Sao Paulo,April,50,1/1/2007
2008,Sao Paulo,April,20,1/1/2008
2009,Sao Paulo,April,83,1/1/2009
2010,Sao Paulo,April,104,1/1/2010
2011,Sao Paulo,April,87,1/1/2011
2012,Sao Paulo,April,50,1/1/2012
2013,Sao Paulo,April,120,1/1/2013
2014,Sao Paulo,April,56,1/1/2014
2015,Sao Paulo,April,21,1/1/2015
2016,Sao Paulo,April,39,1/1/2016
2017,Sao Paulo,April,37,1/1/2017
1998,Sao Paulo,April,121,1/1/1998
1999,Sao Paulo,April,47,1/1/1999
2000,Sao Paulo,April,23,1/1/2000
2001,Sao Paulo,April,52,1/1/2001
2002,Sao Paulo,April,57,1/1/2002
2003,Sao Paulo,April,58,1/1/2003
2004,Sao Paulo,April,102,1/1/2004
2005,Sao Paulo,April,15,1/1/2005
2006,Sao Paulo,April,13,1/1/2006
2007,Sao Paulo,April,21,1/1/2007
2008,Sao Paulo,April,36,1/1/2008
2009,Sao Paulo,April,37,1/1/2009
2010,Sao Paulo,April,52,1/1/2010
2011,Sao Paulo,April,53,1/1/2011
2012,Sao Paulo,April,64,1/1/2012
2013,Sao Paulo,April,109,1/1/2013
2014,Sao Paulo,April,57,1/1/2014
2015,Sao Paulo,April,45,1/1/2015
2016,Sao Paulo,April,47,1/1/2016
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,36,1/1/1999
2000,Sergipe,April,1,1/1/2000
2001,Sergipe,April,2,1/1/2001
2002,Sergipe,April,1,1/1/2002
2003,Sergipe,April,198,1/1/2003
2004,Sergipe,April,16,1/1/2004
2005,Sergipe,April,80,1/1/2005
2006,Sergipe,April,36,1/1/2006
2007,Sergipe,April,56,1/1/2007
2008,Sergipe,April,100,1/1/2008
2009,Sergipe,April,60,1/1/2009
2010,Sergipe,April,29,1/1/2010
2011,Sergipe,April,36,1/1/2011
2012,Sergipe,April,39,1/1/2012
2013,Sergipe,April,34,1/1/2013
2014,Sergipe,April,20,1/1/2014
2015,Sergipe,April,44,1/1/2015
2016,Sergipe,April,9,1/1/2016
2017,Sergipe,April,31,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,25,1/1/1999
2000,Sergipe,April,6,1/1/2000
2001,Sergipe,April,2,1/1/2001
2002,Sergipe,April,6,1/1/2002
2003,Sergipe,April,50,1/1/2003
2004,Sergipe,April,10,1/1/2004
2005,Sergipe,April,19,1/1/2005
2006,Sergipe,April,36,1/1/2006
2007,Sergipe,April,22,1/1/2007
2008,Sergipe,April,67,1/1/2008
2009,Sergipe,April,64,1/1/2009
2010,Sergipe,April,33,1/1/2010
2011,Sergipe,April,31,1/1/2011
2012,Sergipe,April,34,1/1/2012
2013,Sergipe,April,47,1/1/2013
2014,Sergipe,April,18,1/1/2014
2015,Sergipe,April,40,1/1/2015
2016,Sergipe,April,22,1/1/2016
2017,Sergipe,April,18,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,18,1/1/1999
2000,Sergipe,April,6,1/1/2000
2001,Sergipe,April,1,1/1/2001
2002,Sergipe,April,7,1/1/2002
2003,Sergipe,April,62,1/1/2003
2004,Sergipe,April,36,1/1/2004
2005,Sergipe,April,28,1/1/2005
2006,Sergipe,April,41,1/1/2006
2007,Sergipe,April,2,1/1/2007
2008,Sergipe,April,43,1/1/2008
2009,Sergipe,April,29,1/1/2009
2010,Sergipe,April,44,1/1/2010
2011,Sergipe,April,47,1/1/2011
2012,Sergipe,April,71,1/1/2012
2013,Sergipe,April,67,1/1/2013
2014,Sergipe,April,33,1/1/2014
2015,Sergipe,April,49,1/1/2015
2016,Sergipe,April,26,1/1/2016
2017,Sergipe,April,16,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,6,1/1/1999
2000,Sergipe,April,1,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,12,1/1/2002
2003,Sergipe,April,48,1/1/2003
2004,Sergipe,April,13,1/1/2004
2005,Sergipe,April,8,1/1/2005
2006,Sergipe,April,9,1/1/2006
2007,Sergipe,April,1,1/1/2007
2008,Sergipe,April,2,1/1/2008
2009,Sergipe,April,19,1/1/2009
2010,Sergipe,April,1,1/1/2010
2011,Sergipe,April,12,1/1/2011
2012,Sergipe,April,40,1/1/2012
2013,Sergipe,April,15,1/1/2013
2014,Sergipe,April,7,1/1/2014
2015,Sergipe,April,35,1/1/2015
2016,Sergipe,April,14,1/1/2016
2017,Sergipe,April,8,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,3,1/1/2001
2002,Sergipe,April,0,1/1/2002
2003,Sergipe,April,2,1/1/2003
2004,Sergipe,April,5,1/1/2004
2005,Sergipe,April,0,1/1/2005
2006,Sergipe,April,0,1/1/2006
2007,Sergipe,April,0,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,0,1/1/2009
2010,Sergipe,April,0,1/1/2010
2011,Sergipe,April,0,1/1/2011
2012,Sergipe,April,17,1/1/2012
2013,Sergipe,April,1,1/1/2013
2014,Sergipe,April,1,1/1/2014
2015,Sergipe,April,11,1/1/2015
2016,Sergipe,April,9,1/1/2016
2017,Sergipe,April,1,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,0,1/1/2002
2003,Sergipe,April,0,1/1/2003
2004,Sergipe,April,0,1/1/2004
2005,Sergipe,April,0,1/1/2005
2006,Sergipe,April,0,1/1/2006
2007,Sergipe,April,0,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,2,1/1/2009
2010,Sergipe,April,0,1/1/2010
2011,Sergipe,April,1,1/1/2011
2012,Sergipe,April,3,1/1/2012
2013,Sergipe,April,1,1/1/2013
2014,Sergipe,April,0,1/1/2014
2015,Sergipe,April,3,1/1/2015
2016,Sergipe,April,1,1/1/2016
2017,Sergipe,April,0,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,0,1/1/2002
2003,Sergipe,April,0,1/1/2003
2004,Sergipe,April,0,1/1/2004
2005,Sergipe,April,0,1/1/2005
2006,Sergipe,April,0,1/1/2006
2007,Sergipe,April,0,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,0,1/1/2009
2010,Sergipe,April,0,1/1/2010
2011,Sergipe,April,0,1/1/2011
2012,Sergipe,April,1,1/1/2012
2013,Sergipe,April,0,1/1/2013
2014,Sergipe,April,0,1/1/2014
2015,Sergipe,April,0,1/1/2015
2016,Sergipe,April,0,1/1/2016
2017,Sergipe,April,0,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,2,1/1/2002
2003,Sergipe,April,0,1/1/2003
2004,Sergipe,April,0,1/1/2004
2005,Sergipe,April,0,1/1/2005
2006,Sergipe,April,0,1/1/2006
2007,Sergipe,April,0,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,0,1/1/2009
2010,Sergipe,April,0,1/1/2010
2011,Sergipe,April,1,1/1/2011
2012,Sergipe,April,0,1/1/2012
2013,Sergipe,April,0,1/1/2013
2014,Sergipe,April,0,1/1/2014
2015,Sergipe,April,0,1/1/2015
2016,Sergipe,April,6,1/1/2016
2017,Sergipe,April,0,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,1,1/1/2001
2002,Sergipe,April,0,1/1/2002
2003,Sergipe,April,3,1/1/2003
2004,Sergipe,April,0,1/1/2004
2005,Sergipe,April,2,1/1/2005
2006,Sergipe,April,0,1/1/2006
2007,Sergipe,April,0,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,1,1/1/2009
2010,Sergipe,April,0,1/1/2010
2011,Sergipe,April,0,1/1/2011
2012,Sergipe,April,1,1/1/2012
2013,Sergipe,April,1,1/1/2013
2014,Sergipe,April,4,1/1/2014
2015,Sergipe,April,1,1/1/2015
2016,Sergipe,April,2,1/1/2016
2017,Sergipe,April,0,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,0,1/1/1999
2000,Sergipe,April,3,1/1/2000
2001,Sergipe,April,5,1/1/2001
2002,Sergipe,April,20,1/1/2002
2003,Sergipe,April,2,1/1/2003
2004,Sergipe,April,3,1/1/2004
2005,Sergipe,April,11,1/1/2005
2006,Sergipe,April,3,1/1/2006
2007,Sergipe,April,3,1/1/2007
2008,Sergipe,April,0,1/1/2008
2009,Sergipe,April,1,1/1/2009
2010,Sergipe,April,1,1/1/2010
2011,Sergipe,April,5,1/1/2011
2012,Sergipe,April,1,1/1/2012
2013,Sergipe,April,3,1/1/2013
2014,Sergipe,April,3,1/1/2014
2015,Sergipe,April,6,1/1/2015
2016,Sergipe,April,10,1/1/2016
2017,Sergipe,April,0,1/1/2017
1998,Sergipe,April,12,1/1/1998
1999,Sergipe,April,3,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,5,1/1/2001
2002,Sergipe,April,57,1/1/2002
2003,Sergipe,April,2,1/1/2003
2004,Sergipe,April,41,1/1/2004
2005,Sergipe,April,23,1/1/2005
2006,Sergipe,April,5,1/1/2006
2007,Sergipe,April,7,1/1/2007
2008,Sergipe,April,17,1/1/2008
2009,Sergipe,April,9,1/1/2009
2010,Sergipe,April,16,1/1/2010
2011,Sergipe,April,4,1/1/2011
2012,Sergipe,April,6,1/1/2012
2013,Sergipe,April,7,1/1/2013
2014,Sergipe,April,9,1/1/2014
2015,Sergipe,April,47,1/1/2015
2016,Sergipe,April,17,1/1/2016
2017,Sergipe,April,1,1/1/2017
1998,Sergipe,April,8,1/1/1998
1999,Sergipe,April,5,1/1/1999
2000,Sergipe,April,0,1/1/2000
2001,Sergipe,April,5,1/1/2001
2002,Sergipe,April,103,1/1/2002
2003,Sergipe,April,36,1/1/2003
2004,Sergipe,April,66,1/1/2004
2005,Sergipe,April,29,1/1/2005
2006,Sergipe,April,17,1/1/2006
2007,Sergipe,April,33,1/1/2007
2008,Sergipe,April,14,1/1/2008
2009,Sergipe,April,21,1/1/2009
2010,Sergipe,April,19,1/1/2010
2011,Sergipe,April,36,1/1/2011
2012,Sergipe,April,18,1/1/2012
2013,Sergipe,April,9,1/1/2013
2014,Sergipe,April,9,1/1/2014
2015,Sergipe,April,63,1/1/2015
2016,Sergipe,April,36,1/1/2016
1998,Tocantins,April,0,1/1/1998
1999,Tocantins,April,36,1/1/1999
2000,Tocantins,April,15,1/1/2000
2001,Tocantins,April,19,1/1/2001
2002,Tocantins,April,35,1/1/2002
2003,Tocantins,April,35,1/1/2003
2004,Tocantins,April,40,1/1/2004
2005,Tocantins,April,66,1/1/2005
2006,Tocantins,April,91,1/1/2006
2007,Tocantins,April,34,1/1/2007
2008,Tocantins,April,28,1/1/2008
2009,Tocantins,April,43,1/1/2009
2010,Tocantins,April,79,1/1/2010
2011,Tocantins,April,14,1/1/2011
2012,Tocantins,April,12,1/1/2012
2013,Tocantins,April,50,1/1/2013
2014,Tocantins,April,89,1/1/2014
2015,Tocantins,April,186,1/1/2015
2016,Tocantins,April,42,1/1/2016
2017,Tocantins,April,61,1/1/2017
1998,Tocantins,April,0,1/1/1998
1999,Tocantins,April,1,1/1/1999
2000,Tocantins,April,6,1/1/2000
2001,Tocantins,April,6,1/1/2001
2002,Tocantins,April,48,1/1/2002
2003,Tocantins,April,15,1/1/2003
2004,Tocantins,April,7,1/1/2004
2005,Tocantins,April,27,1/1/2005
2006,Tocantins,April,14,1/1/2006
2007,Tocantins,April,8,1/1/2007
2008,Tocantins,April,6,1/1/2008
2009,Tocantins,April,21,1/1/2009
2010,Tocantins,April,32,1/1/2010
2011,Tocantins,April,13,1/1/2011
2012,Tocantins,April,45,1/1/2012
2013,Tocantins,April,37,1/1/2013
2014,Tocantins,April,73,1/1/2014
2015,Tocantins,April,65,1/1/2015
2016,Tocantins,April,383,1/1/2016
2017,Tocantins,April,25,1/1/2017
1998,Tocantins,April,0,1/1/1998
1999,Tocantins,April,1,1/1/1999
2000,Tocantins,April,4,1/1/2000
2001,Tocantins,April,0,1/1/2001
2002,Tocantins,April,33,1/1/2002
2003,Tocantins,April,19,1/1/2003
2004,Tocantins,April,23,1/1/2004
2005,Tocantins,April,13,1/1/2005
2006,Tocantins,April,11,1/1/2006
2007,Tocantins,April,99,1/1/2007
2008,Tocantins,April,4,1/1/2008
2009,Tocantins,April,23,1/1/2009
2010,Tocantins,April,120,1/1/2010
2011,Tocantins,April,16,1/1/2011
2012,Tocantins,April,80,1/1/2012
2013,Tocantins,April,60,1/1/2013
2014,Tocantins,April,58,1/1/2014
2015,Tocantins,April,85,1/1/2015
2016,Tocantins,April,165,1/1/2016
2017,Tocantins,April,98,1/1/2017
1998,Tocantins,April,0,1/1/1998
1999,Tocantins,April,9,1/1/1999
2000,Tocantins,April,0,1/1/2000
2001,Tocantins,April,19,1/1/2001
2002,Tocantins,April,37,1/1/2002
2003,Tocantins,April,64,1/1/2003
2004,Tocantins,April,52,1/1/2004
2005,Tocantins,April,52,1/1/2005
2006,Tocantins,April,4,1/1/2006
